word	mesh	match	name	chebi
adrenic acid	mesh:C011395	NA	NA	NA
docosapentaenoic acid	mesh:C026219	NA	NA	NA
stearidonic acid	mesh:C062895	NA	NA	NA
arachidonic acid	mesh:D001095	NA	NA	NA
docosahexaenoic acid	mesh:D004281	Docosahexaenoic Acids	docosahexaenoic acid	chebi:36005
dihomo-y-linoleic acid	mesh:D008041	NA	NA	NA
linoleic acid	mesh:D008041	NA	NA	NA
y-linoleic acid	mesh:D008041	NA	NA	NA
a-linolenic acid	mesh:D008042	Linolenic Acids	linolenic acid	chebi:25048
eicosapentaenoic acid	mesh:D015118	Eicosapentaenoic Acid	all-cis-5,8,11,14,17-icosapentaenoic acid	chebi:28364
