word	mesh	match	name	chebi
5-Hydroxykynurenamine	mesh:C001402	NA	NA	NA
Formyl-5-hydroxykynurenamine	mesh:C001402	NA	NA	NA
5-Hydroxyindoleacetaldehyde	mesh:C004277	NA	NA	NA
N-Acetylserotonin	mesh:C006389	N-acetylserotonin	N-acetylserotonin	chebi:17697
N-Methylserotonin 5-Hydroxykynurenine	mesh:C008494	NA	NA	NA
6-Hydroxymelatonin	mesh:C012365	NA	NA	NA
Picolinic acids	mesh:C030614	picolinic acid	picolinic acid	chebi:28747
Anthranilate	mesh:C031385	NA	NA	NA
2-Amino-3-carboxymuconate	mesh:C558759	NA	NA	NA
kynurenate	mesh:D007736	NA	NA	NA
Kynurenic acid	mesh:D007736	NA	NA	NA
Melatonin	mesh:D008550	Melatonin	melatonin	chebi:16796
Serotonin	mesh:D012701	Serotonin	serotonin	chebi:28790
L-Tryptophan	mesh:D014364	Tryptophan	L-tryptophan	chebi:16828
Quinolinate	mesh:D017378	NA	NA	NA
quinolinic acid	mesh:D017378	NA	NA	NA
