word	mesh	match	name	chebi
Sulfate	NA	sulfate	sulfate	chebi:16189
Cysteine	NA	cysteine	cysteine	chebi:15356
Cystathionine	NA	Cystathionine	2-amino-4-[(2-amino-2-carboxyethyl)sulfanyl]butanoic acid	chebi:17755
Homocysteine	NA	homocysteine	homocysteine	chebi:17230
Methionine	NA	Methionine	L-methionine	chebi:16643
Ergothioneine	NA	ergothioneine	(2S)-3-(2-sulfanylidene-2,3-dihydro-1H-imidazol-3-ium-4-yl)-2-(trimethylazaniumyl)propanoate	chebi:134344
Cysteinylglycine	NA	Cysteinylglycine	L-cysteinylglycine	chebi:4047
SAH	NA	SAH	S-(5'-deoxyadenosin-5'-yl)-L-homocysteine	chebi:16680
SAM	NA	SAM	[(3S)-3-amino-3-carboxylatopropyl](5'-deoxyadenosin-5'-yl)(methyl)sulfonioacetate	chebi:67040
GSSG	NA	GSSG	(2S,2'S)-5,5'-[disulfanediylbis({(2R)-3-[(carboxymethyl)amino]-3-oxopropane-1,2-diyl}imino)]bis(2-amino-5-oxopentanoic acid)	chebi:17858
