word	source	identifier
Dihydroquercetin	MESH	C003377
Naringenin	MESH	C005273
Naringenin chalcon	MESH	C005273
O Naringin	MESH	C005274
Hesperetin	MESH	C013015
eugocyanidin Cyanidin	MESH	C017154
Cinnamoyl-CoA	MESH	C022903
Leucodelphinidin Delphinidin (-)-Epigallocatechini	MESH	C031451
8-C-Glucosylnaringenin Vitexin	MESH	C032731
Galangin	MESH	C037032
Butein	MESH	C040918
Isoliquiritigenin	MESH	C040920
Chrysin	MESH	C043561
Flavone	MESH	C043562
flavone	MESH	C043562
(+)-Gallocatechin	MESH	C057580
leacpelargonidin Pelargonidin	MESH	C066957
Dihydrokaempferol	MESH	C080220
Liquiritigenin	MESH	C083152
Xanthohumol	MESH	C104536
O Pinobanksin 3-acetate	MESH	C108261
Pinobanksin	MESH	C108261
Feruloyl-CoA	MESH	C119167
O Pinostrobin	MESH	C411294
Aureusidin	MESH	C416232
Tricetin	MESH	C469689
Dihydromyricetin	MESH	C472036
Homoeriodictyol	MESH	C503231
Afzelechin	MESH	C510796
236O Neohesperidin	MESH	C546526
Anthocyanin	MESH	D000872
Catechin	MESH	D002392
Epicatechin	MESH	D002392
Flavonoid	MESH	D005419
4O-glucoside	MESH	D005960
4-0-glucoside 6-0-glucoside	MESH	D005960
6-0-glucoside	MESH	D005960
Quercetin	MESH	D011794
quinic acid	MESH	D011801
flavonol	MESH	D044948
chalcone	MESH	D047188
Apigenin	MESH	D047310
O Luteolin	MESH	D047311
