word	mesh	match	name	chebi
Glucose	mesh:D005947	Glucose	D-glucopyranose	chebi:4167
Serine Glycine	mesh:D005998	Glycine	glycine	chebi:15428
Phosphoenolpyruvate	mesh:D010728	Phosphoenolpyruvate	phosphoenolpyruvate	chebi:18021
Amino acid	mesh:D000596	NA	NA	NA
Pyruvate	mesh:D011773	NA	NA	NA
Coumaric acid	mesh:D003373	Coumaric Acids	hydroxycinnamic acid	chebi:24689
Flavonoid	mesh:D005419	NA	NA	NA
Acetyl	mesh:C011632	NA	NA	NA
Fatty acid	mesh:D005227	Fatty Acids	fatty acid	chebi:35366
L-Aspartate	NA	NA	NA	NA
Naringenin chalcone	mesh:C027329	NA	NA	NA
Oxaloacetic acid	mesh:D062907	Oxaloacetic Acid	oxaloacetic acid	chebi:30744
Naringenin	mesh:C005273	NA	NA	NA
Citric acid	mesh:D019343	NA	NA	NA
Malonyl-CoA	mesh:D008316	Malonyl Coenzyme A	malonyl-CoA	chebi:15531
