word	mesh	match	name	chebi
Olefin	NA	olefin	olefin	chebi:33641
AICAR	NA	AICAr	5-amino-1-(beta-D-ribofuranosyl)-1H-imidazole-4-carboxamide	chebi:28498
One	NA	ONE	(E)-4-oxonon-2-enal	chebi:58972
DNA	NA	DNA	deoxyribonucleic acids	chebi:16991
DNA	NA	DNA	deoxyribonucleic acids	chebi:16991
NAD	NA	NAD	adenosine 5'-{3-[1-(3-carbamoylpyridinio)-1,4-anhydro-D-ribitol-5-yl] dihydrogen diphosphate}	chebi:15846
HSL	NA	HSL	homoserine lactone	chebi:17289
FAS	NA	FAS	ammonium iron(2+) sulfate--water (1/6)	chebi:76181
DNA	NA	DNA	deoxyribonucleic acids	chebi:16991
INS	NA	Ins	myo-inositol	chebi:17268
Alt	NA	Alt	altro-hexose	chebi:37708
Bleb	NA	BLeb	lacto type B Lewis b	chebi:142643
Add	NA	ADD	androsta-1,4-diene-3,17-dione	chebi:40799
Tel	NA	TEL	tetraethylplumbane	chebi:30182
MEK	NA	MEK	butan-2-one	chebi:28398
ROS	NA	ROS	NA	chebi:26523
DBA	NA	DBA	NA	chebi:35299
TPM	NA	TPM	NA	chebi:63631
