word	source	identifier
Dihydrosphingosine	MESH	C005682
sphinganine	MESH	C005682
ciliatine	MESH	D000615
Ceramide	MESH	D002518
O Ceramide	MESH	D002518
ceramide	MESH	D002518
ethanolamine	MESH	D004983
Glycine	MESH	D005998
Lactosylceramide O	MESH	D007790
Palmitoyl-CoA	MESH	D010171
phosphocholine	MESH	D010767
O Psychosine	MESH	D011609
L-Serine	MESH	D012694
serine	MESH	D012694
Sphingolipid	MESH	D013107
Sphingomyelin Sphingosyl	MESH	D013109
Sphingosine	MESH	D013110
sphingosine	MESH	D013110
Cerebroside-sulfatide	MESH	D013433
O Sulfatide	MESH	D013433
threonine	MESH	D013912
