word	mesh	match	name	chebi
Serotonin	NA	serotonin	serotonin	chebi:350546
a protein	NA	a protein	a protein	chebi:16541
beta	NA	beta	e(-)	chebi:10545
alpha	NA	alpha	helium-4(2+)	chebi:30216
gamma	NA	gamma	photon	chebi:30212
beta	NA	beta	e(-)	chebi:10545
RAS	NA	RAS	(1R)-N-(prop-2-yn-1-yl)indan-1-amine	chebi:63620
beta	NA	beta	e(-)	chebi:10545
Pic	NA	PIC	isocyanatobenzene	chebi:53806
gamma	NA	gamma	photon	chebi:30212
gamma	NA	gamma	photon	chebi:30212
Adp	NA	ADP	L-alanyl-L-alpha-aspartyl-L-proline	chebi:73342
Ca2+	NA	Ca2+	Ca(2+)	chebi:29108
alpha	NA	alpha	helium-4(2+)	chebi:30216
MEK	NA	MEK	butan-2-one	chebi:28398
Ca2+	NA	Ca2+	Ca(2+)	chebi:29108
molecule	NA	molecule	NA	chebi:25367
calcium	NA	calcium	Ca	chebi:22984
Ca2+	NA	Ca2+	Ca(2+)	chebi:29108
