word	mesh	match	name	chebi
5-HETE	mesh:C022022	5-HETE	5-hydroxy-6,8,11,14-eicosatetraenoic acid	chebi:60943
5-HPETE	mesh:C025348	NA	NA	NA
15-HETE	mesh:C025984	(5Z,8Z,11Z,13E)-15-HETE	15-hydroxy-5,8,11,13-eicosatetraenoic acid	chebi:64017
11-HETE	mesh:C027356	11-HETE	11-hydroxy-5,8,12,14-eicosatetraenoic acid	chebi:72606
13-HODE 13-HPODE	mesh:C038649	NA	NA	NA
8-HETE	mesh:C047628	8-HETE	8-hydroxyeicosatetraenoic acid	chebi:72643
HODE 9-HPODE	mesh:C049606	NA	NA	NA
5-HEPE	mesh:C058722	5-HEPE	5-hydroxy-6,8,11,14,17-eicosapentaenoic acid	chebi:72801
15-oxo-ETE	mesh:C080828	NA	NA	NA
5-oxo-ETE	mesh:C080828	NA	NA	NA
ALA	mesh:D000409	Alanine	alanine	chebi:16449
Arachidonic acid	mesh:D001095	NA	NA	NA
Docosahexaenoic acid	mesh:D004281	Docosahexaenoic Acids	docosahexaenoic acid	chebi:36005
Linoleic acid	mesh:D008041	NA	NA	NA
Linolenic acid	mesh:D008042	Linolenic Acids	linolenic acid	chebi:25048
y-linolenic acid	mesh:D008042	Linolenic Acids	linolenic acid	chebi:25048
PGA	mesh:D011454	Prostaglandins A	prostaglandins A	chebi:26334
PGE	mesh:D011458	Prostaglandins E	prostaglandins E	chebi:26338
bicyclo-PGE	mesh:D011458	Prostaglandins E	prostaglandins E	chebi:26338
Eicosapentaenoic acid	mesh:D015118	Eicosapentaenoic Acid	all-cis-5,8,11,14,17-icosapentaenoic acid	chebi:28364
12-HETE	mesh:D019377	12-Hydroxy-5,8,10,14-eicosatetraenoic Acid	12-HETE	chebi:19138
