organism_id	organism_name	organism_group	word	match	ncbigene_symbol	ncbigene_id	source	count_direct	count_synonym	count_match
3702	Arabidopsis thaliana	Plants and Fungi	MKP-1	MKP1	MKP1	824693	ncbigene_symbol	3	NA	3
3702	Arabidopsis thaliana	Plants and Fungi	PAI-1	PAI1	PAI1	837292	ncbigene_symbol	3	NA	3
3702	Arabidopsis thaliana	Plants and Fungi	AP-1	AP1	AP1	843244	ncbigene_symbol	3	NA	3
9606	Homo sapiens	Primates	TNF-a	TNF-A	TNF	7124	ncbigene_synonym	NA	19	9
9606	Homo sapiens	Primates	MKP-5	MKP-5	DUSP10	11221	ncbigene_synonym	NA	19	9
9606	Homo sapiens	Primates	MKP-1	MKP-1	DUSP1	1843	ncbigene_synonym	NA	19	9
9606	Homo sapiens	Primates	JNK	JNK	MAPK8	5599	ncbigene_synonym	NA	19	9
9606	Homo sapiens	Primates	JNK	JNK	MAPK9	5601	famplex_relations	NA	19	9
9606	Homo sapiens	Primates	JNK	JNK	MAPK10	5602	famplex_relations	NA	19	9
9606	Homo sapiens	Primates	p38	P38	CRK	1398	ncbigene_synonym	NA	19	9
9606	Homo sapiens	Primates	p38	P38	MAPK14	1432	ncbigene_synonym	NA	19	9
9606	Homo sapiens	Primates	p38	P38	MAPK1	5594	ncbigene_synonym	NA	19	9
9606	Homo sapiens	Primates	p38	P38	AIMP2	7965	ncbigene_synonym	NA	19	9
9606	Homo sapiens	Primates	p38	P38	GRAP2	9402	ncbigene_synonym	NA	19	9
9606	Homo sapiens	Primates	p38	P38	AHSA1	10598	ncbigene_synonym	NA	19	9
9606	Homo sapiens	Primates	p38	P38	POLDIP2	26073	ncbigene_synonym	NA	19	9
9606	Homo sapiens	Primates	p38	P38	MAPK11	5600	famplex_relations	NA	19	9
9606	Homo sapiens	Primates	p38	P38	MAPK12	6300	famplex_relations	NA	19	9
9606	Homo sapiens	Primates	p38	P38	MAPK13	5603	famplex_relations	NA	19	9
9606	Homo sapiens	Primates	ATF	ATF	GDNF	2668	ncbigene_synonym	NA	19	9
9606	Homo sapiens	Primates	ATF	ATF	PLAU	5328	ncbigene_synonym	NA	19	9
9606	Homo sapiens	Primates	c-Jun	C-JUN	JUN	3725	ncbigene_synonym	NA	19	9
9606	Homo sapiens	Primates	PAI-1	PAI-1	SERPINE1	5054	ncbigene_synonym	NA	19	9
9606	Homo sapiens	Primates	AP-1	AP-1	FOS	2353	ncbigene_synonym	NA	19	9
9606	Homo sapiens	Primates	AP-1	AP-1	FOSB	2354	ncbigene_synonym	NA	19	9
9606	Homo sapiens	Primates	AP-1	AP-1	JUNB	3726	ncbigene_synonym	NA	19	9
9606	Homo sapiens	Primates	AP-1	AP-1	JUND	3727	ncbigene_synonym	NA	19	9
