word	source	identifier
kynurenine	MESH	C029366
Indolelactic acid	MESH	D000596
LA	MESH	C035416
Indolepyruvic acid OPA	MESH	C076158
Indoleacetic acid	MESH	D007210
IAA	MESH	C068520
serotonin	MESH	D012701
methoxyindoles	MESH	C487413
Kynurenine	MESH	C029366
amino	MESH	D000596
Kynurenic acid	MESH	D007736
Tryptophan		
Xanthurenic acid	MESH	C028330
XAN	MESH	C098769
5-hydroxytryptophan		
3-hydroxykynurenine	MESH	C402223
3OH-KIN	MESH	C471128
5-hydroxy tryptamine	MESH	C030820
Anthranilic acid	MESH	C031385
Serotonin	MESH	D012701
5-HT	MESH	D012701
PIC	MESH	C111757
3-hydroxyanthranilic acid	MESH	D015095
ATP	MESH	D000255
Co2	MESH	C065987
N	MESH	D009584
Quinolinic acid	MESH	D017378
QUIN	MESH	C113610
NMDA		
5-hydroxyindoleacetic  acid	MESH	D006897
5-HIAA	MESH	D006897
N-acetyl-serotonin	MESH	D012701
Nicotinamide adenine dinucleotide	MESH	D009243
NAD	MESH	D009243
Melatonin	MESH	D008550
Nicotinic acid	MESH	D009539
