word	symbol	source	hgnc_symbol	entrez
AKT	AKT	bioentities_symbol	AKT1	207
CREB)	CREB	bioentities_symbol	CREB5	9586
CREB)	CREB	bioentities_symbol	CREB3L4	148327
CREB)	CREB	bioentities_symbol	ATF2	1386
AKT	AKT	bioentities_symbol	AKT3	10000
ERK	ERK	bioentities_symbol	MAPK1	5594
TF	TF	hgnc_symbol	TF	7018
a-MSH	AMSH	hgnc_alias_symbol	STAMBP	10617
PI3K	PI3K	bioentities_symbol	PIK3R3	8503
MITF	MITF	hgnc_symbol	MITF	4286
CREB)	CREB	bioentities_symbol	CREB1	1385
ERK	ERK	bioentities_symbol	MAPK3	5595
CREB)	CREB	bioentities_symbol	CREB3	10488
CREB)	CREB	bioentities_symbol	CREB3L2	64764
MEK	MEK	bioentities_symbol	MAP2K2	5605
PI3K	PI3K	bioentities_symbol	PIK3R6	146850
AKT	AKT	bioentities_symbol	AKT2	208
PI3K	PI3K	bioentities_symbol	PIK3CG	5294
PI3K	PI3K	bioentities_symbol	PIK3CB	5291
CREB)	CREB	bioentities_symbol	CREB3L3	84699
CREB)	CREB	bioentities_symbol	CREM	1390
Mc1R	MC1R	hgnc_symbol	MC1R	4157
MEK	MEK	bioentities_symbol	MAP2K1	5604
PI3K	PI3K	bioentities_symbol	PIK3R4	30849
CREB)	CREB	bioentities_symbol	CREB3L1	90993
PI3K	PI3K	bioentities_symbol	PIK3CD	5293
CREB)	CREB	bioentities_symbol	ATF1	466
PI3K	PI3K	bioentities_symbol	PIK3CA	5290
PI3K	PI3K	bioentities_symbol	PIK3R5	23533
