word	symbol	source	hgnc_symbol	entrez
Gi/o	Gi	bioentities_symbol	GNAT1	2779
Gi/o	Gi	bioentities_symbol	GNAO1	2775
PKC	PKC	bioentities_symbol	PRKCQ	5588
Gi/o	Gi	bioentities_symbol	GNAI3	2773
PKC	PKC	bioentities_symbol	PRKCH	5583
PKC	PKC	bioentities_symbol	PRKCZ	5590
PKC	PKC	bioentities_symbol	PRKD3	23683
Gi/o	Gi	bioentities_symbol	GNAI2	2771
Gi/o	Gi	bioentities_symbol	GNAT2	2780
PKC	PKC	bioentities_symbol	PRKCI	5584
Gi/o	Gi	bioentities_symbol	GNAZ	2781
PKC	PKC	bioentities_symbol	PRKCA	5578
PKC	PKC	bioentities_symbol	PRKCB	5579
Gi/o	Gi	bioentities_symbol	GNAT3	346562
PKC	PKC	bioentities_symbol	PRKCD	5580
Gi/o	Gi	bioentities_symbol	GNAI1	2770
PKC	PKC	bioentities_symbol	PRKCG	5582
PKC	PKC	bioentities_symbol	PRKCE	5581
