word	symbol	source	hgnc_symbol	entrez
AP-1	AP1	bioentities_symbol	FOSB	2354
AP-1	AP1	bioentities_symbol	JUND	3727
TANK	TANK	hgnc_symbol	TANK	10010
TBK1	TBK1	hgnc_symbol	TBK1	29110
TIRAP	TIRAP	hgnc_symbol	TIRAP	114609
AP-1	AP1	bioentities_symbol	JUNB	3726
STAT1	STAT1	hgnc_symbol	STAT1	6772
AP-1	AP1	bioentities_symbol	FOS	2353
NFKB	NFKB	bioentities_symbol	RELA	5970
TLR	TLR	bioentities_symbol	TLR10	81793
AP-1	AP1	bioentities_symbol	FOSL1	8061
RIP1	RIP-1	hgnc_alias_symbol	KRR1	11103
IKK	IKK	bioentities_symbol	IKBKG	8517
AP-1	AP1	bioentities_symbol	JUN	3725
AP-1	AP1	bioentities_symbol	FOSL2	2355
NFKB	NFKB	bioentities_symbol	NFKB2	4791
TLR	TLR	bioentities_symbol	TLR6	10333
MAPK	MAPK	bioentities_symbol	MAPK10	5602
MAPK	MAPK	bioentities_symbol	MAPK13	5603
Socs	SOCS	hgnc_alias_symbol	CISH	1154
NFKB	NFKB	bioentities_symbol	REL	5966
IKK	IKK	bioentities_symbol	CHUK	1147
IKK	IKK	bioentities_symbol	IKBKB	3551
IKKa	IKK-alpha	hgnc_alias_symbol	CHUK	1147
TLR	TLR	bioentities_symbol	TLR3	7098
TRAF3	TRAF3	hgnc_symbol	TRAF3	7187
TLR	TLR	bioentities_symbol	TLR4	7099
IFN-	IFN	hgnc_alias_symbol	IFNA1	3439
NFKB	NFKB	bioentities_symbol	NFKB1	4790
IRF3	IRF3	hgnc_symbol	IRF3	3661
TLR	TLR	bioentities_symbol	TLR7	51284
TLR	TLR	bioentities_symbol	TLR1	7096
NFKB	NFKB	bioentities_symbol	RELB	5971
IFNGR1	IFNGR1	hgnc_symbol	IFNGR1	3459
IFNGR2	IFNGR2	hgnc_symbol	IFNGR2	3460
TRAF6	TRAF6	hgnc_symbol	TRAF6	7189
MYD88	MYD88	hgnc_symbol	MYD88	4615
MAPK	MAPK	bioentities_symbol	MAPK11	5600
TLR7/8/9	TLR7	hgnc_symbol	TLR7	51284
MAPK	MAPK	bioentities_symbol	MAPK12	6300
TLR	TLR	bioentities_symbol	TLR9	54106
TLR	TLR	bioentities_symbol	TLR8	51311
IKKI	IKK-i	hgnc_alias_symbol	IKBKE	9641
MAPK	MAPK	bioentities_symbol	MAPK9	5601
IRAK1	IRAK1	hgnc_symbol	IRAK1	3654
TLR	TLR	bioentities_symbol	TLR2	7097
Jak2	JAK2	hgnc_symbol	JAK2	3717
TLR7/8/9	TLR8	hgnc_symbol	TLR8	51311
TLR3	TLR3	hgnc_symbol	TLR3	7098
IRF7	IRF7	hgnc_symbol	IRF7	3665
MAPK	MAPK	bioentities_symbol	MAPK8	5599
TLR1/2/6	TLR1	hgnc_symbol	TLR1	7096
TLR7/8/9	TLR9	hgnc_symbol	TLR9	54106
MAPK	MAPK	bioentities_symbol	MAPK14	1432
NEMO	NEMO	hgnc_alias_symbol	IKBKG	8517
MAPK	MAPK	bioentities_symbol	MAPK3	5595
TLR1/2/6	TLR6	hgnc_symbol	TLR6	10333
TLR	TLR	bioentities_symbol	TLR5	7100
MAPK	MAPK	bioentities_symbol	MAPK1	5594
Jak1	JAK1	hgnc_symbol	JAK1	3716
TLR1/2/6	TLR2	hgnc_symbol	TLR2	7097
TLR5	TLR5	hgnc_symbol	TLR5	7100
TLR4	TLR4	hgnc_symbol	TLR4	7099
