word	symbol	source	hgnc_symbol	entrez
CUL2/5	CUL5	hgnc_symbol	CUL5	8065
PFKL	PFKL	hgnc_symbol	PFKL	5211
HIF1	HIF1	bioentities_symbol	HIF1A	3091
VEGF	VEGF	bioentities_symbol	VEGFB	7423
HIF1	HIF1	bioentities_symbol	ARNT	405
PDK1	PDK1	hgnc_symbol	PDK1	5163
EloC	ELOC	hgnc_symbol	ELOC	6921
GLUT1	GLUT1	hgnc_prev_symbol	SLC2A1	6513
RBX1	RBX1	hgnc_symbol	RBX1	9978
VEGF	VEGF	bioentities_symbol	PGF	5228
EloB	ELOB	hgnc_symbol	ELOB	6923
CUL2/5	CUL2	hgnc_symbol	CUL2	8453
VEGF	VEGF	bioentities_symbol	VEGFA	7422
VHL	VHL	hgnc_symbol	VHL	7428
VEGF	VEGF	bioentities_symbol	VEGFC	7424
VEGF	VEGF	bioentities_symbol	VEGFD	2277
