word	source	identifier
5-Hydroxykynurenamine	MESH	C001402
Formyl-5-hydroxykynurenamine	MESH	C001402
5-Hydroxyindoleacetaldehyde	MESH	C004277
N-Acetylserotonin	MESH	C006389
N-Methylserotonin 5-Hydroxykynurenine	MESH	C008494
6-Hydroxymelatonin	MESH	C012365
Picolinic acids	MESH	C030614
Anthranilate	MESH	C031385
2-Amino-3-carboxymuconate	MESH	C558759
kynurenate	MESH	D007736
Kynurenic acid	MESH	D007736
Melatonin	MESH	D008550
Serotonin	MESH	D012701
L-Tryptophan	MESH	D014364
Quinolinate	MESH	D017378
quinolinic acid	MESH	D017378
