word	source	identifier
5-methoxyindole acetic acid	MESH	C001736
5-methoxytryptophol	MESH	C002465
N-acetylserotonin	MESH	C006389
Quinaldic acid	MESH	C008898
5-hydroxyindole acetyldehyde	MESH	C026785
Xanthurenic acid	MESH	C028330
Picolinic acid	MESH	C030614
Anthranilic acid	MESH	C031385
Aldehyde	MESH	D000447
5-hydroxyindole acetic acid 5-hydroxytryptophol	MESH	D006917
Kynurenic acid	MESH	D007736
Melatonin	MESH	D008550
Serotonin	MESH	D012701
L-tryptophan	MESH	D014364
Tryptophan	MESH	D014364
3-hydroxyanthranilic acid	MESH	D015095
Quinolinic acid	MESH	D017378
