word	symbol	source	hgnc_symbol	entrez
p38	p38	bioentities_symbol	MAPK12	6300
HSP90	HSP90	bioentities_symbol	HSP90B1	7184
p38	p38	bioentities_symbol	MAPK13	5603
RAS	RAS	bioentities_symbol	KRAS	3845
HSP90	HSP90	bioentities_symbol	TRAP1	10131
HSP90	HSP90	bioentities_symbol	HSP90AB1	3326
JNK	JNK	bioentities_symbol	MAPK9	5601
RAF	RAF	bioentities_symbol	RAF1	5894
RAS	RAS	bioentities_symbol	HRAS	3265
hnRNPL	HNRNPL	hgnc_symbol	HNRNPL	3191
ERK	ERK	bioentities_symbol	MAPK3	5595
SPF45	SPF45	hgnc_alias_symbol	RBM17	84991
RAF	RAF	bioentities_symbol	BRAF	673
JNK	JNK	bioentities_symbol	MAPK8	5599
SAM68	Sam68	hgnc_alias_symbol	KHDRBS1	10657
p38	p38	bioentities_symbol	MAPK11	5600
PI3K	PI3K	bioentities_symbol	PIK3R5	23533
ERK	ERK	bioentities_symbol	MAPK1	5594
(hnRNPA1	HNRNPA1	hgnc_symbol	HNRNPA1	3178
PI3K	PI3K	bioentities_symbol	PIK3R6	146850
RAF	RAF	bioentities_symbol	ARAF	369
RAS	RAS	bioentities_symbol	NRAS	4893
AKT	AKT	bioentities_symbol	AKT1	207
p38	p38	bioentities_symbol	MAPK14	1432
(MNK1/2)	MNK1	hgnc_alias_symbol	MKNK1	8569
PI3K	PI3K	bioentities_symbol	PIK3R3	8503
AKT	AKT	bioentities_symbol	AKT3	10000
AKT	AKT	bioentities_symbol	AKT2	208
JNK	JNK	bioentities_symbol	MAPK10	5602
PI3K	PI3K	bioentities_symbol	PIK3CD	5293
PI3K	PI3K	bioentities_symbol	PIK3CG	5294
PI3K	PI3K	bioentities_symbol	PIK3R4	30849
MEK	MEK	bioentities_symbol	MAP2K2	5605
SRps	SRP	hgnc_alias_symbol	UCN2	90226
PI3K	PI3K	bioentities_symbol	PIK3CB	5291
MEK	MEK	bioentities_symbol	MAP2K1	5604
PI3K	PI3K	bioentities_symbol	PIK3CA	5290
