word	symbol	source	hgnc_symbol	entrez
actin	Actin	bioentities_symbol	ACTC1	70
Snx27	SNX27	hgnc_symbol	SNX27	81609
actin	Actin	bioentities_symbol	ACTG2	72
CIMPR	CI-MPR	hgnc_alias_symbol	IGF2R	3482
Vps26	VPS26	hgnc_prev_symbol	VPS26A	9559
Rab7a	RAB7A	hgnc_symbol	RAB7A	7879
(Snx3	SNX3	hgnc_symbol	SNX3	8724
actin	Actin	bioentities_symbol	ACTB	60
PTHR	PTHR	hgnc_alias_symbol	PTHLH	5744
actin	Actin	bioentities_symbol	ACTA1	58
actin	Actin	bioentities_symbol	ACTG1	71
actin	Actin	bioentities_symbol	ACTA2	59
Wash1	WASH1	hgnc_prev_symbol	WASHC1	100287171
GPCR,e.g.PTHR	GPC-R	hgnc_alias_symbol	NMUR1	10316
Vps35	VPS35	hgnc_symbol	VPS35	55737
KIAA1033/SWIP	SWIP	hgnc_alias_symbol	WASHC4	23325
KIAA1033/SWIP	KIAA1033	hgnc_prev_symbol	WASHC4	23325
Vps29	VPS29	hgnc_symbol	VPS29	51699
