word	symbol	source	hgnc_symbol	entrez
Caspase	Caspase	bioentities_symbol	CASP2	835
BAD	BAD	hgnc_symbol	BAD	572
PDK1	PDK1	hgnc_symbol	PDK1	5163
mTORC1	mTORC1	bioentities_symbol	RPTOR	57521
EIF4E	EIF4E	hgnc_symbol	EIF4E	1977
mTORC1	mTORC1	bioentities_symbol	MTOR	2475
Akt	AKT	bioentities_symbol	AKT3	10000
PI3K	PI3K	bioentities_symbol	PIK3R5	23533
PI3K	PI3K	bioentities_symbol	PIK3R6	146850
P70-S6K	P70S6K	bioentities_symbol	RPS6KB1	6198
PARP/Caspase-3Cleavage	PARP	bioentities_symbol	PARP1	142
PARP/Caspase-3Cleavage	PARP	bioentities_symbol	PARP9	83666
Akt	AKT	bioentities_symbol	AKT1	207
Caspase	Caspase	bioentities_symbol	CASP1	834
PI3K	PI3K	bioentities_symbol	PIK3R4	30849
PARP/Caspase-3Cleavage	PARP	bioentities_symbol	PARP4	143
P70-S6K	P70S6K	bioentities_symbol	RPS6KB2	6199
PARP/Caspase-3Cleavage	PARP	bioentities_symbol	PARP10	84875
PI3K	PI3K	bioentities_symbol	PIK3R3	8503
Caspase	Caspase	bioentities_symbol	CASP8	841
Caspase	Caspase	bioentities_symbol	CASP6	839
Caspase	Caspase	bioentities_symbol	CASP12	100506742
Caspase	Caspase	bioentities_symbol	CASP14	23581
PARP/Caspase-3Cleavage	PARP	bioentities_symbol	PARP16	54956
Akt	AKT	bioentities_symbol	AKT2	208
PARP/Caspase-3Cleavage	PARP	bioentities_symbol	PARP12	64761
PARP/Caspase-3Cleavage	PARP	bioentities_symbol	TNKS2	80351
PARP/Caspase-3Cleavage	PARP	bioentities_symbol	TNKS	8658
Caspase	Caspase	bioentities_symbol	CASP7	840
Caspase	Caspase	bioentities_symbol	CASP3	836
Caspase	Caspase	bioentities_symbol	CASP4	837
Caspase	Caspase	bioentities_symbol	CASP5	838
PI3K	PI3K	bioentities_symbol	PIK3CA	5290
Caspase	Caspase	bioentities_symbol	CASP9	842
Caspase	Caspase	bioentities_symbol	CASP10	843
PARP/Caspase-3Cleavage	PARP	bioentities_symbol	PARP3	10039
PARP/Caspase-3Cleavage	PARP	bioentities_symbol	PARP14	54625
PARP/Caspase-3Cleavage	PARP	bioentities_symbol	PARP6	56965
PARP/Caspase-3Cleavage	PARP	bioentities_symbol	PARP11	57097
PARP/Caspase-3Cleavage	PARP	bioentities_symbol	PARP2	10038
PARP/Caspase-3Cleavage	PARP	bioentities_symbol	TIPARP	25976
PI3K	PI3K	bioentities_symbol	PIK3CB	5291
PI3K	PI3K	bioentities_symbol	PIK3CG	5294
PARP/Caspase-3Cleavage	PARP	bioentities_symbol	PARP8	79668
PI3K	PI3K	bioentities_symbol	PIK3CD	5293
PARP/Caspase-3Cleavage	PARP	bioentities_symbol	PARP15	165631
