word	source	identifier
Trichloroethanol	MESH	C005849
chloroacetic acid	MESH	C006972
Thiodiacetic acid	MESH	C010518
Thiodiacetic acid sulfoxide	MESH	C010518
1-nitronaphthalene	MESH	C016614
2-Naphthol	MESH	C028405
1,1-Dichloroethylene	MESH	C029297
1-Naphthol	MESH	C029350
1-Nitro-5-glutathionyl-6-OH	MESH	C031356
1-nitro-5-OH-6-glutathionyl	MESH	C031356
2-OH-1-naphthalenyl	MESH	C031356
4,5-Dihydro-4-OH	MESH	C031356
9-OH-B	MESH	C031356
N-acetyleysteine-(2R)-OH	MESH	C031356
OH-(2R)-N-acetykysteinyl	MESH	C031356
OH-(2R)-glutathionyl	MESH	C031356
glutathionyl(2R)-OH	MESH	C031356
(15,2R)-Naphthalene	MESH	C031721
Naphthalene	MESH	C031721
Naphthalene O	MESH	C031721
naphthalene	MESH	C031721
3-hydroxy bromobenzene	MESH	C032036
4-5-glutathionyl bromobenzene	MESH	C032036
Bromobenzene	MESH	C032036
Bromobenzene O	MESH	C032036
4-Bromophenol	MESH	C032037
1,4-Naphthoquinone	MESH	C035342
4-Bromocatechol	MESH	C040660
1,2-Naphthoquinone	MESH	C040756
Bromobenzene-2,3-dihydrodiol	MESH	C041284
S-(2-Chloroacetyl)glutathione	MESH	C056921
acetyl chloride	MESH	C081124
1,2-Dihydronaphthalene	MESH	C086079
1,2-dihydronaphthalene	MESH	C086079
2-S-Glutathionyl acetate	MESH	C117291
Trichloroethanol glucuronide	MESH	C405204
8-dihydrodiol-9,10-oxide	MESH	C507866
acetaldehyde	MESH	D000079
N-acetyl-L-cysteine	MESH	D000111
chloride	MESH	D002712
Dichloroacetic acid	MESH	D003999
2,3-epoxide	MESH	D004852
Glutathione	MESH	D005978
ethyl glutathione	MESH	D005978
glutathione	MESH	D005978
1,2-oxide	MESH	D010087
2,3-oxide	MESH	D010087
3,4-oxide	MESH	D010087
5,6-oxide	MESH	D010087
8-oxide	MESH	D010087
O 9,10-oxide	MESH	D010087
O Trichloroacetic acid	MESH	D014238
Trichloroethylene	MESH	D014241
1-aminonaphthalene	MESH	D015057
1,2-dibromoethane C	MESH	D015946
