word	symbol	source	hgnc_symbol	entrez
CIT	CIT	hgnc_symbol	CIT	11113
CCL18	CCL18	hgnc_symbol	CCL18	6362
VIM	VIM	hgnc_symbol	VIM	7431
RARB	RARB	hgnc_symbol	RARB	5915
RARA	RARA	hgnc_symbol	RARA	5914
CENPE	CENPE	hgnc_symbol	CENPE	1062
MED24	MED24	hgnc_symbol	MED24	9862
NASP	NASP	hgnc_symbol	NASP	4678
KIF1A	KIF1A	hgnc_symbol	KIF1A	547
LRP2	LRP2	hgnc_symbol	LRP2	4036
MED1	MED1	hgnc_symbol	MED1	5469
HUF2	HuF2	hgnc_alias_symbol	TTF2	8458
BNIPL	BNIPL	hgnc_symbol	BNIPL	149428
PRAME	PRAME	hgnc_symbol	PRAME	23532
NOS1AP	NOS1AP	hgnc_symbol	NOS1AP	9722
BCL2	BCL2	hgnc_symbol	BCL2	596
PLK1	PLK1	hgnc_symbol	PLK1	5347
GATA3	GATA3	hgnc_symbol	GATA3	2625
PRK	PRK	hgnc_alias_symbol	PLK3	1263
NPAS2	NPAS2	hgnc_symbol	NPAS2	4862
ROBO1	ROBO1	hgnc_symbol	ROBO1	6091
Fon	FON	hgnc_alias_symbol	ZNHIT2	741
HER2	HER-2	hgnc_alias_symbol	ERBB2	2064
HMGA1	HMGA1	hgnc_symbol	HMGA1	3159
TLE1-	TLE1	hgnc_symbol	TLE1	7088
ESR1	ESR1	hgnc_symbol	ESR1	2099
ERBB2	ERBB2	hgnc_symbol	ERBB2	2064
PRG	PRG	hgnc_alias_symbol	PRB3	5544
RCC1	RCC1	hgnc_symbol	RCC1	1104
FSCN1	FSCN1	hgnc_symbol	FSCN1	6624
SH3GL3	SH3GL3	hgnc_symbol	SH3GL3	6457
SIX3	SIX3	hgnc_symbol	SIX3	6496
FANCA	FANCA	hgnc_symbol	FANCA	2175
GABBR2	GABBR2	hgnc_symbol	GABBR2	9568
