word	symbol	source	hgnc_symbol	entrez
Caspase	Caspase	bioentities_symbol	CASP12	100506742
Caspase	Caspase	bioentities_symbol	CASP1	834
Caspase	Caspase	bioentities_symbol	CASP2	835
Caspase	Caspase	bioentities_symbol	CASP3	836
AKT1	AKT1	hgnc_symbol	AKT1	207
Apaf-1	APAF-1	hgnc_alias_symbol	APAF1	317
ATF-6	ATF6	hgnc_symbol	ATF6	22926
AIM2	AIM2	hgnc_symbol	AIM2	9447
Caspase	Caspase	bioentities_symbol	CASP14	23581
IRF1	IRF1	hgnc_symbol	IRF1	3659
MTOR	MTOR	hgnc_symbol	MTOR	2475
NLRP3	NLRP3	hgnc_symbol	NLRP3	114548
PERK	PERK	hgnc_alias_symbol	EIF2AK3	9451
RIPK1	RIPK1	hgnc_symbol	RIPK1	8737
Caspase	Caspase	bioentities_symbol	CASP4	837
Caspase	Caspase	bioentities_symbol	CASP5	838
Caspase	Caspase	bioentities_symbol	CASP6	839
Caspase	Caspase	bioentities_symbol	CASP7	840
Caspase	Caspase	bioentities_symbol	CASP8	841
Caspase	Caspase	bioentities_symbol	CASP9	842
Caspase	Caspase	bioentities_symbol	CASP10	843
IL-18	IL-18	hgnc_alias_symbol	IL18	3606
IL-33	IL33	hgnc_symbol	IL33	90865
IRE-1	IRE1	hgnc_alias_symbol	ERN1	2081
SDH	SDH	hgnc_prev_symbol	SDHB	6390
ZBP1	ZBP1	hgnc_symbol	ZBP1	81030
RIPK3	RIPK3	hgnc_symbol	RIPK3	11035
