word	source	identifier
Leucocyanidin	MESH	C001532
Dihydroquercetin	MESH	C003377
Naringenin	MESH	C005273
Eriodictyol	MESH	C007619
Pentahydroxyflavone	MESH	C008775
Cyanidin	MESH	C017154
Delphinidin	MESH	C017185
Leucodelphinidin	MESH	C031451
Myricetin	MESH	C040015
Isorhamnetin	MESH	C047368
Dihydrokaempferol	MESH	C080220
Cyanidin-3-glucoside	MESH	C114438
Petunidin-3-glucoside	MESH	C455107
Malvidin-3-glucoside	MESH	C458419
Dihydromyricetin	MESH	C472036
Peonidin-3-glucoside	MESH	C480521
Delphinidin-3-glucoside	MESH	C494120
Syringetin	MESH	C546494
glucoside	MESH	D005960
Phenylalanine	MESH	D010649
Quercetin	MESH	D011794
Kaempferol	MESH	D044949
