word	symbol	source	hgnc_symbol	entrez
IFN-A	IFN-ALPHA	hgnc_alias_symbol	IFNA1	3439
MCP	MCP	hgnc_alias_symbol	CAPG	822
CD154	CD154	hgnc_alias_symbol	CD40LG	959
IL-18	IL-18	hgnc_alias_symbol	IL18	3606
CD48	CD48	hgnc_symbol	CD48	962
MICA	MICA	hgnc_symbol	MICA	100507436
T-bet	T-bet	hgnc_alias_symbol	TBX21	30009
CD40	CD40	hgnc_symbol	CD40	958
ICAM-1	ICAM1	hgnc_symbol	ICAM1	3383
VCAM-1	VCAM1	hgnc_symbol	VCAM1	7412
RANTES	RANTES	hgnc_alias_symbol	CCL5	6352
CCR2	CCR2	hgnc_symbol	CCR2	729230
RAI-1	RAI1	hgnc_symbol	RAI1	10743
