word	symbol	source	hgnc_symbol	entrez
PARP	PARP	bioentities_symbol	PARP2	10038
PARP	PARP	bioentities_symbol	TIPARP	25976
Casp.9	CASP9	hgnc_symbol	CASP9	842
PARP	PARP	bioentities_symbol	PARP4	143
Casp.8	CASP8	hgnc_symbol	CASP8	841
FADD	FADD	hgnc_symbol	FADD	8772
Deathreceptors	Death_receptor	bioentities_symbol	TNFRSF1A	7132
Deathreceptors	Death_receptor	bioentities_symbol	FAS	355
PARP	PARP	bioentities_symbol	PARP15	165631
PARP	PARP	bioentities_symbol	PARP1	142
PARP	PARP	bioentities_symbol	PARP11	57097
PARP	PARP	bioentities_symbol	PARP14	54625
PARP	PARP	bioentities_symbol	PARP16	54956
PARP	PARP	bioentities_symbol	PARP6	56965
PARP	PARP	bioentities_symbol	TNKS2	80351
Casp.3	CASP3	hgnc_symbol	CASP3	836
Deathreceptors	Death_receptor	bioentities_symbol	TNFRSF1B	7133
PARP	PARP	bioentities_symbol	PARP8	79668
PARP	PARP	bioentities_symbol	TNKS	8658
PARP	PARP	bioentities_symbol	PARP10	84875
PARP	PARP	bioentities_symbol	PARP12	64761
PARP	PARP	bioentities_symbol	PARP3	10039
Deathreceptors	Death_receptor	bioentities_symbol	TNFRSF10C	8794
Deathreceptors	Death_receptor	bioentities_symbol	TNFRSF10B	8795
Deathreceptors	Death_receptor	bioentities_symbol	TNFRSF10A	8797
Deathreceptors	Death_receptor	bioentities_symbol	TNFRSF10D	8793
Bid	BID	hgnc_symbol	BID	637
PARP	PARP	bioentities_symbol	PARP9	83666
