word	source	identifier
hypotaurine	MESH	C003949
Bisulfite	MESH	C042345
Thiocysteine	MESH	C060197
L-Cystathionine	MESH	D003540
L-Cysteate	MESH	D003544
Cysteine	MESH	D003545
cysteine	MESH	D003545
L-Cysteine	MESH	D003545
L-Cysteine sulfinate	MESH	D003545
L-cysteine	MESH	D003545
L-Cystine	MESH	D003553
Glutathione	MESH	D005978
Glycine	MESH	D005998
Homocysteine	MESH	D006710
methionine	MESH	D008715
Pyruvate	MESH	D011773
L-Serine	MESH	D012694
serine	MESH	D012694
Sulfate	MESH	D013431
Taurine	MESH	D013654
threonine	MESH	D013912
