word	symbol	source	hgnc_symbol	entrez
glia	GIIA	hgnc_alias_symbol	GANAB	23193
Cx43	CX43	hgnc_alias_symbol	GJA1	2697
IL-18	IL-18	hgnc_alias_symbol	IL18	3606
IL-16	IL-16	hgnc_alias_symbol	IL16	3603
IL-1B/IL1R	IL-1B	hgnc_alias_symbol	IL1B	3553
IL-1B/IL1R	IL1R	hgnc_prev_symbol	IL1R1	3554
waves	WAVE	hgnc_alias_symbol	WASF1	8936
ET-1	ET1	hgnc_alias_symbol	EDN1	1906
ET-1	ET1	hgnc_alias_symbol	EDN1	1906
s100B/İNOS/NO	S100B	hgnc_symbol	S100B	6285
RAGE	RAGE	hgnc_alias_symbol	AGER	177
PPARA	PPARA	hgnc_symbol	PPARA	5465
