word	symbol	source	hgnc_symbol	entrez
PDK1	PDK1	hgnc_symbol	PDK1	5163
Wts	WTS	hgnc_prev_symbol	HDAC8	55869
PI3k	PI3K	bioentities_symbol	PIK3CD	5293
Sav1	SAV1	hgnc_symbol	SAV1	60485
Ajuba	AJUBA	hgnc_symbol	AJUBA	84962
Ras	RAS	bioentities_symbol	KRAS	3845
PI3k	PI3K	bioentities_symbol	PIK3CG	5294
PI3k	PI3K	bioentities_symbol	PIK3R3	8503
YAP	YAP	hgnc_alias_symbol	YY1AP1	55249
MAPK	MAPK	bioentities_symbol	MAPK9	5601
Mst1/2	MST1	hgnc_symbol	MST1	4485
Mst1/2	MST2	hgnc_alias_symbol	STK3	6788
EGF,IGFreceptor	EGF	hgnc_symbol	EGF	1950
(GPCR)	GPC-R	hgnc_alias_symbol	NMUR1	10316
PI3k	PI3K	bioentities_symbol	PIK3R4	30849
PI3k	PI3K	bioentities_symbol	PIK3CA	5290
MAPK	MAPK	bioentities_symbol	MAPK11	5600
Ras	RAS	bioentities_symbol	HRAS	3265
MAPK	MAPK	bioentities_symbol	MAPK12	6300
MAPK	MAPK	bioentities_symbol	MAPK8	5599
PI3k	PI3K	bioentities_symbol	PIK3CB	5291
MAPK	MAPK	bioentities_symbol	MAPK3	5595
MAPK	MAPK	bioentities_symbol	MAPK13	5603
Lats	LAT	hgnc_symbol	LAT	27040
PI3k	PI3K	bioentities_symbol	PIK3R6	146850
PI3k	PI3K	bioentities_symbol	PIK3R5	23533
MAPK	MAPK	bioentities_symbol	MAPK1	5594
MAPK	MAPK	bioentities_symbol	MAPK14	1432
MAPK	MAPK	bioentities_symbol	MAPK10	5602
Ras	RAS	bioentities_symbol	NRAS	4893
LPA	LPA	hgnc_symbol	LPA	4018
