word	symbol	source	hgnc_symbol	entrez
IKK	IKK	bioentities_symbol	IKBKB	3551
Pars	PARS	hgnc_alias_symbol	EPRS	2058
Noggin/BMP	BMP	bioentities_symbol	BMP2	650
IKK	IKK	bioentities_symbol	IKBKG	8517
ERK	ERK	bioentities_symbol	MAPK1	5594
Follistatin/Activin	Activin	bioentities_symbol	INHBB	3625
Actin	Actin	bioentities_symbol	ACTB	60
Follistatin/Activin	Activin	bioentities_symbol	INHBA	3624
Rho	Rho	hgnc_alias_symbol	RHOD	29984
ROCK	ROCK	bioentities_symbol	ROCK1	6093
ERK	ERK	bioentities_symbol	MAPK3	5595
Noggin/BMP	BMP	bioentities_symbol	BMP4	652
Actin	Actin	bioentities_symbol	ACTG2	72
Actin	Actin	bioentities_symbol	ACTC1	70
Noggin/BMP	BMP	bioentities_symbol	GDF5	8200
ROCK	ROCK	bioentities_symbol	ROCK2	9475
Actin	Actin	bioentities_symbol	ACTA1	58
Noggin/BMP	BMP	bioentities_symbol	BMP8B	656
TACE	TACE	hgnc_prev_symbol	ADAM17	6868
Noggin/BMP	BMP	bioentities_symbol	BMP3	651
Noggin/BMP	BMP	bioentities_symbol	GDF7	151449
Actin	Actin	bioentities_symbol	ACTA2	59
TGFB	TGFB	bioentities_symbol	TGFB2	7042
Actin	Actin	bioentities_symbol	ACTG1	71
Noggin/BMP	BMP	bioentities_symbol	BMP7	655
Smad2	SMAD2	hgnc_symbol	SMAD2	4087
Noggin/BMP	BMP	bioentities_symbol	BMP5	653
Noggin/BMP	BMP	bioentities_symbol	BMP6	654
Nodal	NODAL	hgnc_symbol	NODAL	4838
TF	TF	hgnc_symbol	TF	7018
Smad6	SMAD6	hgnc_symbol	SMAD6	4091
Smad7	SMAD7	hgnc_symbol	SMAD7	4092
TGFB	TGFB	bioentities_symbol	TGFB3	7043
Noggin/BMP	BMP	bioentities_symbol	GDF6	392255
TGFB	TGFB	bioentities_symbol	TGFB1	7040
Noggin/BMP	BMP	bioentities_symbol	GDF2	2658
(LIMK1	LIMK1	hgnc_symbol	LIMK1	3984
Noggin/BMP	BMP	bioentities_symbol	GDF1	2657
Noggin/BMP	BMP	bioentities_symbol	BMP15	9210
IKK	IKK	bioentities_symbol	CHUK	1147
Noggin/BMP	BMP	bioentities_symbol	BMP1	649
Noggin/BMP	BMP	bioentities_symbol	GDF3	9573
Noggin/BMP	BMP	bioentities_symbol	BMP8A	353500
Noggin/BMP	BMP	bioentities_symbol	BMP10	27302
