word	symbol	source	hgnc_symbol	entrez
ACAT	ACAT	hgnc_alias_symbol	SOAT1	6646
FOXOЗ	FOXO	bioentities_symbol	FOXO1	2308
CPT2	CPT2	hgnc_symbol	CPT2	1376
ACC2	ACC-2	hgnc_alias_symbol	BCL2A1	597
PDH	PDH	bioentities_symbol	DLAT	1737
FOXOЗ	FOXO	bioentities_symbol	FOXO6	100132074
PDH	PDH	bioentities_symbol	PDHA1	5160
GLUT4	GLUT4	hgnc_prev_symbol	SLC2A4	6517
PDH	PDH	bioentities_symbol	PDHA2	5161
PDH	PDH	bioentities_symbol	DLD	1738
TFAM	TFAM	hgnc_symbol	TFAM	7019
PNPLA2	PNPLA2	hgnc_symbol	PNPLA2	57104
PDK2	PDK2	hgnc_symbol	PDK2	5164
FOXOЗ	FOXO	bioentities_symbol	FOXO3	2309
CPT1B	CPT1B	hgnc_symbol	CPT1B	1375
PDH	PDH	bioentities_symbol	PDHB	5162
FOXOЗ	FOXO	bioentities_symbol	FOXO4	4303
PDH	PDH	bioentities_symbol	PDHX	8050
