word	symbol	source	hgnc_symbol	entrez
PDK	PDK	bioentities_symbol	PDK2	5164
PDK	PDK	bioentities_symbol	PDK4	5166
Mst1/2	MST2	hgnc_alias_symbol	STK3	6788
PDK	PDK	bioentities_symbol	PDK3	5165
PKA	PKA	bioentities_symbol	PRKAR1A	5573
PatJ	PATJ	hgnc_symbol	PATJ	10207
Warts	WARTS	hgnc_alias_symbol	LATS1	9113
Par6	PAR-6	hgnc_alias_symbol	PARD6A	50855
Mob	MOB	hgnc_alias_symbol	SGMS1	259230
PDK	PDK	bioentities_symbol	PDK1	5163
MAPK	MAPK	bioentities_symbol	MAPK12	6300
YAP	YAP	hgnc_alias_symbol	YY1AP1	55249
MAPK	MAPK	bioentities_symbol	MAPK11	5600
Mer	mer	hgnc_alias_symbol	MERTK	10461
PI3K	PI3K	bioentities_symbol	PIK3CB	5291
Mst1/2	MST1	hgnc_symbol	MST1	4485
NF2	NF2	hgnc_symbol	NF2	4771
NHERF	NHERF	hgnc_alias_symbol	SLC9A3R1	9368
Scrib	SCRIB	hgnc_symbol	SCRIB	23513
PI3K	PI3K	bioentities_symbol	PIK3R3	8503
PI3K	PI3K	bioentities_symbol	PIK3R6	146850
PKA	PKA	bioentities_symbol	PRKACA	5566
PKA	PKA	bioentities_symbol	PRKACG	5568
MAPK	MAPK	bioentities_symbol	MAPK10	5602
PI3K	PI3K	bioentities_symbol	PIK3R5	23533
PI3K	PI3K	bioentities_symbol	PIK3CA	5290
Mats	MAT	hgnc_alias_symbol	MAT1A	4143
PKA	PKA	bioentities_symbol	PRKACB	5567
Ras	RAS	bioentities_symbol	KRAS	3845
PI3K	PI3K	bioentities_symbol	PIK3CD	5293
PI3K	PI3K	bioentities_symbol	PIK3CG	5294
Sav1	SAV1	hgnc_symbol	SAV1	60485
MAPK	MAPK	bioentities_symbol	MAPK14	1432
MAPK	MAPK	bioentities_symbol	MAPK3	5595
MAPK	MAPK	bioentities_symbol	MAPK8	5599
PKA	PKA	bioentities_symbol	PRKAR2B	5577
MAPK	MAPK	bioentities_symbol	MAPK9	5601
MAPK	MAPK	bioentities_symbol	MAPK13	5603
PI3K	PI3K	bioentities_symbol	PIK3R4	30849
Ras	RAS	bioentities_symbol	HRAS	3265
a-cat	ACAT	hgnc_alias_symbol	SOAT1	6646
AMOT	AMOT	hgnc_symbol	AMOT	154796
Ras	RAS	bioentities_symbol	NRAS	4893
Lats1/2	LATS1	hgnc_symbol	LATS1	9113
Dachs	DACH	hgnc_prev_symbol	DACH1	1602
Lats	LAT	hgnc_symbol	LAT	27040
Lats1/2	LATS2	hgnc_symbol	LATS2	26524
MAPK	MAPK	bioentities_symbol	MAPK1	5594
PKA	PKA	bioentities_symbol	PRKAR2A	5576
Jub/WTIP	WTIP	hgnc_symbol	WTIP	126374
PKA	PKA	bioentities_symbol	PRKAR1B	5575
AREG	AREG	hgnc_symbol	AREG	374
CTGF	CTGF	hgnc_symbol	CTGF	1490
Fat	FAT	hgnc_alias_symbol	CD36	948
Kibra	KIBRA	hgnc_alias_symbol	WWC1	23286
Jub/WTIP	JUB	hgnc_prev_symbol	AJUBA	84962
